kiscourseid,title,degree_type,a_level,a_level_subjects,gcse,ib,ib_subjects,url,foundation,sandwich,yearabroad,lower_quartile_salary,median_salary,upper_quartile_salary,university,offer_rate_clean,disciplines
UBAGERWMAN18,German with Management Studies,BA,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-management-studies-ba,No,No,Yes,30000,34000,47500,University College London,82,German
UBSGLOSHST18,Global Humanitarian Studies,BSc,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/global-humanitarian-studies-bsc,No,No,No,26000,28000,34000,University College London,54,Sociology|Management
UBAHEBAHUN18,Hebrew and Hungarian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Hungarian with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-hungarian-ba,No,No,Yes,25500,28500,35000,University College London,63,Hebrew
UBAHEBAITA18,Hebrew and Italian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Italian with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-italian-ba,No,No,Yes,25500,28500,35000,University College London,63,Hebrew
UBAHEBAJEW18,Hebrew and Jewish Studies,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,No,No,Yes,25500,28500,35000,University College London,90,Hebrew
UBAHEBANOR18,Hebrew and Norwegian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Norwegian with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-norwegian-ba,No,No,Yes,25500,28500,35000,University College London,60,Hebrew
UBAHEBAPOL18,Hebrew and Polish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Polish with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-polish-ba,No,No,Yes,25500,28500,35000,University College London,60,Hebrew
UBAHEBAROM18,Hebrew and Romanian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Romanian with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-romanian-ba,No,Yes,Yes,25500,28500,35000,University College London,Data Not Available,Hebrew
UBAHEBASRB18,Hebrew and Serbian/Croatian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Serbian/Croatian with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-serbian-croatian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Hebrew
UBAHEBASPA18,Hebrew and Spanish,BA,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-spanish-ba,No,No,Yes,25500,28500,35000,University College London,63,Hebrew
UBAHEBASWE18,Hebrew and Swedish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Swedish with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-swedish-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Hebrew
UBAHEBAUKR18,Hebrew and Ukrainian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Ukrainian with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-ukrainian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Hebrew
UBSHPSSING18,History and Philosophy of Science,BSc,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-philosophy-science-bsc,No,No,No,26000,30000,36000,University College London,71,History|Philosophy
UBAHPASING18,History and Politics of the Americas,BA,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-ba,No,No,No,29000,32000,45000,University College London,76.5,History|Politics
UBAHPAWABR18,History and Politics of the Americas with a Year Abroad,BA,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-year-abroad-ba,No,No,Yes,29000,32000,45000,University College London,76.5,History|Politics
UBAHARSING18,History of Art,BA,AAB,"No specific subjects, though essay-based subjects are an advantage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-art-ba,No,No,No,25500,28000,34000,University College London,81,Art
UBAHISSING18,History,BA,AAA,History required.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including grade 6 in History, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-ba,No,No,No,26000,30000,36000,University College London,82,History
UBAHSEAJEW19,History (Central and East European) and Jewish Studies with Year Abroad,BA,ABB,History required.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including History, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-central-and-east-european-and-jewish-studies-year-abroad-ba,No,No,Yes,26000,28000,34000,University College London,Data Not Available,History|Politics|Economics
UBAHPESING18,"History, Politics and Economics",BA,AAA,"Any three subjects from Economics, History, Mathematics and Politics preferred.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5. Any three higher level subjects from Economics, History, Mathematics and Politics preferred. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-politics-and-economics-ba,No,No,No,36000,48000,65000,University College London,45,History|Politics|Economics
UBAHISWABR18,History with a Year Abroad,BA,AAA,History required.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including grade 6 in History, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-year-abroad-ba,No,No,Yes,26000,30000,36000,University College London,82,History
UBSHNESING18,Human Neuroscience,BSc,AAA,"To include Biology or Psychology, plus one other science from Chemistry, Biology, Psychology, Physics or Mathematics",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects to include grade 6 in Biology or Psychology, plus one other science from Chemistry, Biology, Psychology, Physics or Mathematics, with no higher level score lower than 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-neuroscience-bsc,No,No,No,27500,30000,37500,University College London,25,Biology|Medicine|Psychology
UMSHUMSEVL18,Human Sciences and Evolution,MSCi,AAA,"Science subject required, preferably Biology.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including science (preferably Biology) at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-sciences-and-evolution-msci,No,No,No,28000,32500,36000,University College London,43,Biology|History
UBSHSCSING18,Human Sciences,BSc,AAA,"Science subject required, preferably Biology.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including science (preferably Biology) at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/human-sciences-bsc,No,No,No,28000,32500,36000,University College London,67,Medicine|Biology
UBAHUNAEES18,Hungarian and East European Studies,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-east-european-studies-ba,No,No,Yes,25500,28500,35000,University College London,63,Hungarian
UBAHUNAITA18,Hungarian and Italian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-italian-ba,No,No,Yes,25500,28500,35000,University College London,60,Hungarian
UBAHUNANOR18,Hungarian and Norwegian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-norwegian-ba,No,No,Yes,25500,28500,35000,University College London,63,Hungarian
UBAHUNAPOL18,Hungarian and Polish,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-polish-ba,No,No,Yes,25500,28500,35000,University College London,63,Hungarian
UBAHUNAPOR18,Hungarian and Portuguese,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-portuguese-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Hungarian
UBAHUNAROM18,Hungarian and Romanian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-romanian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Hungarian
UBAHUNARUS18,Hungarian and Russian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-russian-ba,No,No,Yes,25500,28500,35000,University College London,60,Hungarian
UBAHUNASRB18,Hungarian and Serbian/Croatian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-serbian-croatian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Hungarian
UBAHUNASPA18,Hungarian and Spanish,BA,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-spanish-ba,No,No,Yes,25500,28500,35000,University College London,63,Hungarian
UBAHUNASWE18,Hungarian and Swedish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-swedish-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Hungarian
UBAHUNAUKR18,Hungarian and Ukrainian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-ukrainian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Hungarian
UBAHUNAYID18,Hungarian and Yiddish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hungarian or Yiddish with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-yiddish-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Hungarian
UBASCASICE18,Icelandic,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, preferably including a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/icelandic-ba,No,No,Yes,25500,28500,35000,University College London,63,Icelandic
UBSIFCAIMM18,Infection and Immunity,BSc,AAA,Biology and Chemistry required. Mathematics preferred.,English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including 6 in Biology and Chemistry, plus Mathematics preferred with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/infection-and-immunity-bsc,No,No,No,28000,32500,36000,University College London,71,Medicine
UBSINFSBUS18,Information Management for Business,BSc,AAA,Science or Social Sciences preferred. Please note the GCSE requirements below if you are not taking A level Mathematics.,English Language at grade B or 6 and Mathematics at grade C or 4. Mathematics at grade A or 7 required if not offered at A level.,38,"A total of 18 points in three higher level subjects, with no score below 5. Please also note GCSE requirements. For applicants who have not taken GCSEs, Mathematics required at Standard level grade 6 or above, or Higher Level grade 5 or above.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/information-management-business-bsc,No,No,No,26000,30000,37000,University College London,18,Management|Computing|Data Science
UBSINFSING18,Information in Society,BSc,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/information-society-bsc,No,No,No,NA,NA,NA,University College London,45,Sociology
UBAINTSSPS18,International Social and Political Studies,BA,A*AA,A humanities or social science subject (or Mathematics) preferred. Mathematics at A* required for full Economics specialism if chosen. French or Spanish at A grade required if one of these is to be studied as major language.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Higher level subjects to include French B, or Spanish B at grade 6 if either of these is to be studied as a major language. A humanities or social science subject (or Mathematics) is preferred. Mathematics at grade 7 at higher level is required for the full Economics specialism, if chosen. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/international-social-and-political-studies-ba,No,No,Yes,29000,32000,45000,University College London,64,Sociology|Politics
UBAITAAHAR18,Italian and History of Art,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-history-art-ba,No,No,Yes,25500,28500,35000,University College London,62,Italian
UBAITAALAT18,Italian and Latin,BA,ABB,"Latin grade A required, Foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, including 6 in Latin, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-latin-ba,No,No,Yes,25500,28500,35000,University College London,63,Italian
UBAITAAMAN18,Italian and Management Studies,BA,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-management-studies-ba,No,No,Yes,30000,34000,47500,University College London,80,Italian
UBAITAANOR18,Italian and Norwegian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-norwegian-ba,No,No,Yes,25500,28500,35000,University College London,60,Italian
UBAITAAPHI18,Italian and Philosophy,BA,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-philosophy-ba,No,No,Yes,25500,28500,35000,University College London,88,Italian
UBAITAAPOL18,Italian and Polish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-polish-ba,No,No,Yes,25500,28500,35000,University College London,63,Italian
UBAITAAPOR18,Italian and Portuguese,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-portuguese-ba,No,No,Yes,25500,28500,35000,University College London,63,Italian
UBAITAAROM18,Italian and Romanian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-romanian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Italian
UBAITAARUS18,Italian and Russian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-russian-ba,No,No,Yes,25500,28500,35000,University College London,63,Italian
UBAITAASRB18,Italian and Serbian/Croatian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-serbian-croatian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Italian
UBAITAASPA18,Italian and Spanish,BA,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-spanish-ba,No,No,Yes,25500,28500,35000,University College London,89,Italian
UBAITAASWE18,Italian and Swedish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-swedish-ba,No,No,Yes,25500,28500,35000,University College London,63,Italian
UBAITAAUKR18,Italian and Ukrainian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-ukrainian-ba,No,No,Yes,25500,28500,35000,University College London,63,Italian
UBAITAAYID18,Italian and Yiddish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Italian or Yiddish with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-yiddish-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Italian
UBAITASING18,Italian,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, preferably including a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-ba,No,No,Yes,25500,28500,35000,University College London,70,Italian
UBAITAWFLM18,Italian with Film Studies,BA,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-film-studies-ba,No,No,Yes,25500,28500,35000,University College London,31,Italian
UBAITASDUA18,Italian Studies: UCL-Venice Double Degree,BA,ABB,Italian required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Italian, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-studies-ucl-venice-double-degree-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Italian
UBALNGSCLT18,Language and Culture,BA,ABB,"Foreign language required, to include the following if studied as the main language: French or Spanish grade A.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, to include a foreign language, with no higher level score below 5. Higher level subjects to include the following if studied as main languages: French or Spanish at grade 6.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/language-and-culture-ba,No,No,Yes,25500,28500,35000,University College London,76,Linguistics|Sociology
UBALATAENG18,Latin and English,BA,AAB,English Literature/Language and Literature and Latin at grade A required.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including English Literature/Language and Literature and Latin at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/latin-and-english-ba,No,No,No,23000,25500,30000,University College London,67,English|Classics
UBLLAWSFRL18,Law with French Law,LLB,A*AA,French required.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects including French at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-french-law-llb,No,No,Yes,31000,48000,50000,University College London,20,Law
UBLLAWSGRL18,Law with German Law,LLB,A*AA,German required.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects including German at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-german-law-llb,No,No,Yes,31000,48000,50000,University College London,35,Law
UBLLAWSHSL18,Law with Hispanic Law,LLB,A*AA,Spanish required.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-hispanic-law-llb,No,No,Yes,31000,48000,50000,University College London,11,Law
UBLLAWSING18,Law,LLB,A*AA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade B or 6.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/law-llb,No,No,No,31000,48000,50000,University College London,13,Law
UBALINSING18,Linguistics,BA,AAB,English Language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A score of 17 points in three higher level subjects preferably to include English Language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/linguistics-ba,No,No,No,23000,25500,30000,University College London,70.5,Linguistics
UBALINSINT18,Linguistics (International Programme),BA,AAB,English Language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A score of 17 points in three higher level subjects preferably to include English Language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/linguistics-international-programme-ba,No,No,Yes,23000,25500,30000,University College London,70.5,Linguistics
UBSMANSING18,Management Science,BSc,A*AA,Mathematics with A* required. Science or Social Sciences preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects, including grade 7 in Mathematics, with no score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-bsc,No,No,No,30000,34000,47500,University College London,22,Management
UMSMANSING18,Management Science,MSCi,A*AA,Mathematics with A* required. Science or Social Sciences preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects, including grade 7 in Mathematics, with no score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/management-science-msci,No,No,No,30000,34000,47500,University College London,23,Management
UMNCOMSMAT18,Mathematical Computation,MEng,A*A*A,A* in either Mathematics or Further Mathematics required; A levels in both Mathematics and Further Mathematics preferred.,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred.,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematical-computation-meng,Yes,Yes,No,36500,52500,78000,University College London,13,Computer Science|Computational|Mathematical|Computing|Maths|Math
